"","title","year","length","rating","votes"
"27528","Keiko en peligro",1990,90,4.7,8
"27537","Kekexili",2004,85,7.8,184
"27542","Kelly's Heroes",1970,144,7.3,5325
"27550","Kenka karate kyokushinken",1975,85,5.3,25
"27551","Kenkei tai soshiki boryoku",1975,100,7.2,50
"27558","Kentuckian, The",1955,104,6.1,243
"27564","Keoma",1976,105,7,273
"27578","Keung gaan 2 chai fook yau waak",1998,89,4.3,14
"27600","Khaidi",1983,157,7.2,5
"27601","Khakee",2004,174,7.3,207
"27603","Khal Nayak",1993,190,6,88
"27613","Khartoum",1966,128,6.6,629
"27616","Kholodnoye leto pyatdesyat tretyego",1987,102,7.6,97
"27624","Khuda Gawah",1992,193,7,96
"27625","Khunsuk",2003,125,7.4,22
"27634","Kickboxer 2: The Road Back",1991,89,3.4,401
"27635","Kickboxer 3: The Art of War",1992,92,2.9,225
"27636","Kickboxer 4: The Aggressor",1994,86,3.3,194
"27637","Kickboxing Academy",1997,84,2,190
"27664","Kid Speed",1924,18,5.7,25
"27694","Kidnapping of the President, The",1980,114,5.2,81
"27700","Kids of Shaolin",1977,90,5.7,13
"27715","Kiler",1997,104,6.9,338
"27717","Kilimanjaro",2000,100,7.1,23
"27719","Kill Bill: Vol. 1",2003,111,8.3,65026
"27720","Kill Bill: Vol. 2",2004,136,8.3,44189
"27721","Kill Line",1992,93,3.6,5
"27726","Kill Squad",1981,85,3.7,47
"27727","Kill Zone",1993,81,4.3,28
"27728","Kill a Dragon",1967,91,4.6,10
"27729","Kill and Kill Again",1981,100,4.7,94
"27732","Kill or Be Killed",1980,90,4,59
"27735","Kill the Golden Goose",1979,90,3.1,12
"27739","Kill!",1971,90,4.2,35
"27746","Killer Bean 2: The Party",2000,7,7,110
"27750","Killer Elite, The",1975,122,5.8,492
"27753","Killer Flick",1998,93,4.1,33
"27770","Killer Tattoo",2001,111,6,103
"27773","Killer Tomatoes Strike Back!",1990,87,2.6,176
"27784","Killers",1997,86,2.8,127
"27794","Killing Cars",1986,104,4.4,27
"27797","Killing Grounds, The",1997,93,4.1,68
"27804","Killing Machine, The",1994,100,4,67
"27809","Killing Streets",1991,106,4.3,64
"27813","Killing Zone, The",1999,92,5.8,106
"27823","Killpoint",1984,80,3.2,20
"27833","Kimui jeonjaeng",1992,117,6.9,10
"27842","Kindan no mokushiroku Crystal Triangle",1987,87,6.7,8
"27846","Kindergarten Cop",1990,111,5.8,13476
"27852","King Arthur",2004,140,6,14272
"27857","King David",1985,114,4.8,305
"27877","King Solomon's Mines",1950,103,6.8,782
"27878","King Solomon's Mines",1985,100,4.4,1662
"27881","King Uncle",1993,171,6.2,24
"27897","King of New York",1990,103,6.7,2566
"27903","King of the Damned",1935,81,4.2,12
"27905","King of the Forest Rangers",1946,167,7.3,9
"27911","King of the Jungle",1933,73,5.8,12
"27914","King of the Kickboxers, The",1991,99,3.7,115
"27919","King of the Mounties",1942,196,7.6,5
"27923","King of the Royal Mounted",1940,211,7.6,16
"27941","Kingdom of Heaven",2005,145,7,6498
"27947","Kings Go Forth",1958,109,6.4,156
"27954","Kingukongu tai Gojira",1962,91,5.1,539
"27977","Kiru",1968,115,6.8,49
"27982","Kismat",2004,143,4.1,13
"28023","Kiss of the Dragon",2001,98,6.2,7887
"28066","Kitosch, l'uomo che veniva dal sud",1969,95,4.5,7
"28068","Kitten with a Whip",1964,82,5.1,203
"28083","Klansman, The",1974,112,4.3,130
"28112","Kleptomania",1995,90,5.5,51
"28140","Knight's Tale, A",2001,132,6.5,15006
"28142","Knightriders",1981,102,5.9,602
"28153","Knock Off",1998,91,3.8,1947
"28157","Knockaround Guys",2001,91,5.9,3848
"28158","Knockin' On Heaven's Door",1997,87,7.5,1959
"28175","Ko dou gai bei",1997,98,6.8,207
"28197","Kohtalon kirja",2003,85,3.5,199
"28243","Kommando Leopard",1985,100,4.1,45
"28244","Kommando Sinai",1968,105,6.3,11
"28245","Kommissar X - Drei gelbe Katzen",1966,95,5.3,6
"28267","Konets operatsii 'Rezident'",1986,145,5.9,6
"28288","Konsul",1989,104,7.2,11
"28305","Kopps",2003,90,6.7,2448
"28317","Koritsi vomva, To",1976,90,1.9,7
"28325","Korona Rossiyskoy imperii, ili snova neulovimyye",1971,134,6,35
"28327","Koroshi no rakuin",1967,91,7.2,697
"28365","Kozure satsujin ken",1976,89,6.4,27
"28368","Krai Thong",2001,92,3.5,15
"28379","Kranti",1981,187,7.9,34
"28394","Krestonosets",1995,120,4.5,8
"28412","Krodh",1990,152,7.8,5
"28413","Krodhi",1981,159,8,20
"28417","Kroll",1991,101,6.5,61
"28447","Krull",1983,117,5.5,3081
"28455","Krypskyttere",1982,79,3.6,9
"28462","Kshatriya",1993,187,6.1,19
"28466","Kuang qing sha shou",1995,83,4.9,13
"28477","Kuen gik",1971,111,6.6,12
"28480","Kuet chin chi gam ji din",2000,106,6,264
"28481","Kuffs",1992,102,5.2,1850
"28491","Kull the Conqueror",1997,95,4.4,1268
"28497","Kumokiri nizaemon",1978,163,7.1,9
"28505","Kung Fu: Monkey, Horse, Tiger",1980,88,9,6
"28509","Kung Pow: Enter the Fist",2002,82,5.1,5871
"28535","Kuro no tenshi Vol. 2",1999,105,6.8,50
"28572","Kwai tsan tseh",1984,100,6.7,685
"28584","Kyokuskin kenka karate burai ken",1977,87,6.9,10
"28601","L.A. Bounty",1989,81,4,37
"28610","L.A. Vice",1989,80,4,9
"28613","L.E.T.H.A.L. Ladies: Return to Savage Beach",1998,98,3.3,138
"28654","Ladder 49",2004,115,6.5,5583
"28659","Ladies Crave Excitement",1935,73,7,7
"28694","Lady Avenger",1989,82,3.1,16
"28703","Lady Dragon",1992,97,3.8,66
"28704","Lady Dragon 2",1993,95,3.6,37
"28760","Lady in Red, The",1979,93,5.4,249
"28796","Lagarista",2000,100,5.2,5
"28806","Lai wong",1991,88,6.7,1083
"28810","Laisse aller, c'est une valse",1971,100,6.3,28
"28817","Lake Placid",1999,82,5.2,7836
"28821","Lakeer - Forbidden Lines",2004,170,5.3,17
"28826","Lal Salaam",2002,131,8.4,14
"28831","Lamarca",1994,130,7.4,70
"28856","Lancieri neri, I",1962,97,6.2,6
"28866","Land of College Prophets, The",2005,83,6.5,25
"28867","Land of Doom",1986,87,3.7,16
"28887","Landspeed",2002,94,4.5,119
"28891","Lang bei wei jian",1974,119,4.1,7
"28906","Lao hu tian ji",1978,97,6.2,33
"28917","Lara Croft Tomb Raider: The Cradle of Life",2003,117,5.2,9103
"28918","Lara Croft: Tomb Raider",2001,100,5.2,21861
"28945","Laser Mission",1990,84,2.5,230
"28948","Laserhawk",1997,99,3.8,146
"28950","Lashou shentan",1992,131,7.9,6568
"28956","Lassiter",1984,100,5.5,390
"28958","Last Action Hero",1993,130,5.4,15266
"28971","Last Boy Scout, The",1991,96,6.4,10044
"28978","Last Castle, The",2001,131,6.4,7233
"29001","Last Dragon, The",1985,109,5.6,1343
"29034","Last Hour, The",1991,81,3.7,34
"29049","Last Man Standing",1996,101,5.7,6751
"29051","Last Man, The",2000,95,5.6,149
"29053","Last Marshal, The",1999,102,5.1,104
"29069","Last Patrol, The",2000,95,2.9,236
"29077","Last Race, The",2002,22,6,37
"29082","Last Resort, The",1997,86,5,62
"29083","Last Reunion, The",1980,98,5.1,10
"29084","Last Ride",2001,106,3.2,12
"29087","Last Riders, The",1991,90,5.7,15
"29094","Last Run",2001,91,4.8,136
"29095","Last Run, The",1971,95,5.4,165
"29099","Last Samurai, The",2003,154,7.9,31668
"29108","Last Soviet Movie, The",2003,80,7.6,6
"29110","Last Stand",2000,94,1.9,22
"29112","Last Stand at Lang Mei",1990,90,4.8,32
"29113","Last Starfighter, The",1984,101,6.2,4890
"29159","Last of the Finest, The",1990,106,5.2,188
"29163","Last of the Mohicans, The",1932,231,5.3,27
"29172","Last to Surrender",1998,95,3.9,51
"29173","Lastikman",2003,105,7,5
"29255","Law and Order",1953,80,3.9,60
"29265","Law of the Wild",1934,225,5.4,7
"29271","Lawless Empire",1945,58,5.1,11
"29274","Lawless Land, The",1988,81,4,11
"29284","Lawnmower Man 2: Beyond Cyberspace",1996,92,2.4,2303
"29286","Lawnmower Man, The",1992,140,5,5799
"29294","Lay It Down",2001,50,2.3,30
"29296","Layer Cake",2004,105,7.1,1671
"29308","Le Mans",1971,106,6.3,742
"29319","League of Extraordinary Gentlemen, The",2003,110,5.4,15647
"29337","Leather Burners, The",1943,58,6.4,21
"29340","Leather and Iron",2002,90,5.5,6
"29357","Leaving Scars",1997,90,2.8,18
"29425","Legend of the 7 Golden Vampires, The",1974,83,5.6,384
"29432","Legend of the Phantom Rider",2002,100,5.8,59
"29445","Leggenda del rubino malese, La",1985,95,3.3,25
"29453","Legion of the Night",1995,85,4,27
"29454","Legione dei dannati, La",1969,94,3.9,25
"29456","Legionnaire",1998,98,4.5,1773
"29460","Lei ting zhan jing",2000,92,5.1,404
"29474","Lek",2000,105,7.2,911
"29497","Leng mian hu",1973,70,9.8,8
"29526","Leone di Tebe",1964,89,4.8,23
"29565","Let It Ride",1989,87,6.3,1079
"29592","Let's Get Harry",1986,102,4.8,307
"29621","Lethal",2005,90,1.8,37
"29623","Lethal Girls 2",1995,89,2.8,6
"29625","Lethal Ninja",1993,83,2.6,34
"29627","Lethal Pursuit",1988,95,5.1,11
"29629","Lethal Target",1999,92,3.9,33
"29630","Lethal Tender",1997,90,3.9,130
"29631","Lethal Weapon",1987,117,7.5,20041
"29632","Lethal Weapon 2",1989,118,6.9,14997
"29633","Lethal Weapon 3",1992,121,6.3,13780
"29634","Lethal Weapon 4",1998,127,6.3,17758
"29636","Lethal Woman",1990,96,4,31
"29742","Libera me",2000,119,6.4,58
"29755","Libertine",1986,11,7.4,49
"29759","Liberty & Bash",1990,92,2.3,25
"29772","Licence to Kill",1989,133,6.2,8523
"29824","Life Before This, The",1999,92,6.1,202
"29869","Life of an American Fireman",1903,6,6.5,72
"30009","Lin shi rong",1979,108,7.6,232
"30013","Lincoln and 31st",2001,12,7.8,8
"30042","Lion Strike",1994,90,3.5,41
"30053","Lionheart",1990,105,5.1,2123
"30066","Lipstick Camera",1994,91,3.5,85
"30068","Liquid Bridge",2003,98,3.5,51
"30069","Liquid Lips",1976,73,5.7,11
"30071","Liquidator, The",1965,105,5.4,136
"30090","Liste noire",1984,83,5.6,14
"30101","Lit feng chin che 2 gik chuk chuen suet",1999,109,5.4,101
"30148","Little Death, The",1995,91,5.2,77
"30152","Little Dragons, The",1980,90,3.3,17
"30297","Live Wire",1992,85,5.2,598
"30301","Live and Let Die",1973,121,6.6,8022
"30302","Live by the Fist",1993,77,4.4,27
"30305","Lively Set, The",1964,95,5.3,62
"30312","Living Daylights, The",1987,130,6.4,7495
"30326","Living Witness, The",1999,112,5.5,32
"30331","Living in Peril",1997,93,4.8,196
"30340","Livvakterna",2001,112,6.5,962
"30348","Ljuba",1996,105,3,6
"30362","Lo chiamavano Bulldozer",1978,115,6.5,267
"30371","Loaded Weapon 1",1993,84,5.4,6485
"30379","Lobo Paramilitary Christmas Special, The",2002,13,3.5,35
"30381","Lobos de Washington, Los",1999,94,6.2,81
"30391","Lock Up",1989,115,5.4,2485
"30401","Locomotive",1997,92,8,6
"30413","Logan's Run",1976,120,6.5,5441
"30416","Loi du cochon, La",2001,96,7.1,149
"30438","Lolo",1993,88,3.4,22
"30447","London Connection, The",1979,100,5.4,12
"30473","Lone Tiger",1998,95,3.2,6
"30475","Lone Wolf McQuade",1983,105,5.4,721
"30496","Loners, The",1972,79,4.1,8
"30523","Long John Silver",1954,106,5.8,53
"30524","Long Kiss Goodnight, The",1996,120,6.5,12516
"30550","Long de xin",1985,91,5.7,341
"30551","Long feng zei zhuo zei",1990,90,6,9
"30552","Long hu dou",1970,90,6.7,24
"30553","Long hu feng yun",1987,101,7.1,779
"30554","Long hu men",1979,85,3.6,18
"30557","Long quan",1979,94,5.5,174
"30558","Long teng hu yue",1983,92,4.2,151
"30559","Long xiao ye",1982,90,6.5,304
"30560","Long xie shi san ying",1978,90,7.8,19
"30561","Long xing tian xia",1989,89,4.7,230
"30562","Long zai Shaolin",1996,89,6.3,24
"30564","Long zai jiang hu",1986,105,5.5,98
"30565","Long zai jiang hu",1998,112,5.6,50
"30567","Long zhi ren zhe",1982,95,7.6,161
"30568","Long zhi zheng ba",1989,104,3,14
"30573","Longest Day, The",1962,180,7.7,6517
"30577","Longs manteaux, Les",1986,106,5.5,17
"30579","Longshot, The",1986,89,4.9,116
"30581","Longxiong hudi",1986,86,6.4,1217
"30602","Looking Glass War, The",1969,108,5.3,87
"30627","Looney Tunes: Back in Action",2003,91,6.1,2559
"30636","Loose Cannons",1990,94,4,752
"30658","Lord of the Rings: The Fellowship of the Ring, The",2001,208,8.8,157608
"30659","Lord of the Rings: The Return of the King, The",2003,251,9,103631
"30660","Lord of the Rings: The Two Towers, The",2002,223,8.8,114797
"30673","Los Angeles Streetfighter",1985,85,4.2,38
"30683","Losers, The",1968,75,2.2,7
"30697","Lost Battalion",1961,83,4.8,8
"30702","Lost Canyon",1942,61,6.8,19
"30706","Lost City of the Jungle",1946,265,5.8,10
"30711","Lost Empire, The",1983,83,4.5,84
"30718","Lost Idol, The",1990,103,3.4,12
"30728","Lost Platoon, The",1991,86,4.2,29
"30735","Lost Treasure",2003,85,3.9,71
"30746","Lost World: Jurassic Park, The",1997,129,5.5,28055
"30752","Lost at Sea",1995,90,5.8,12
"30753","Lost in Africa",1994,100,4,62
"30756","Lost in Space",1998,130,4.7,15209
"30764","Lost!",1986,95,5.9,15
"30819","Love & Valour",2003,80,6,9
"30834","Love Bug, The",1968,103,6.1,1649
"30959","Love and a Bullet",2002,85,5.2,288
"30995","Love, Speed and Thrills",1915,13,5.1,15
"31016","Lovely But Deadly",1981,93,4.3,34
"31049","Low Blow",1986,90,3.1,29
"31050","Low Down Dirty Shame, A",1994,100,5.2,699
"31054","Lowball",1997,99,4.6,35
"31168","Lumberjack",1944,65,7.5,17
"31178","Lun Wen-Xu lao dian Liu Xian-Kai",1993,94,6.4,12
"31191","Lunarcop",1994,88,2.6,80
"31248","Lusty Men, The",1952,113,7.2,170
"31266","Lvinaya dolya",2001,103,7,5
"31338","Ma yong zhen",1972,94,7.6,53
"31342","Maai hung paak yan",2001,94,7.9,62
"31396","Maciste alla corte del Gran Khan",1961,80,5.5,18
"31404","Maciste nella valle dei re",1960,89,5.9,13
"31405","Maciste, gladiatore di Sparta",1964,103,4.3,11
"31415","Macon County Line",1974,89,6.2,124
"31432","Mad Dog Coll",1992,98,4.6,14
"31447","Mad Max",1979,93,6.8,11542
"31448","Mad Max 2",1981,94,7.4,12091
"31449","Mad Max Beyond Thunderdome",1985,107,5.8,8207
"31495","Made Men",1999,94,5.7,457
"31565","Mafia Vs. Ninja",1984,90,5,49
"31570","Mag Wheels",1977,81,3.8,12
"31647","Magnifico gladiatore, Il",1964,95,5.1,6
"31651","Magnum Force",1973,118,6.6,3724
"31672","Mai nei dak gung dui",1982,90,4.2,260
"31695","Main Hoon Na",2004,179,6.9,363
"31696","Main Khiladi Tu Anari",1994,175,5.3,24
"31702","Maine Dil Tujhko Diya",2002,154,6.8,11
"31722","Major Damage",2001,3,7.2,7
"31785","Mala nocna muzika",2002,95,4.5,29
"31798","Malarek",1989,100,5.5,33
"31832","Malibu Express",1985,105,3.9,154
"31836","Malicious",1995,92,4.7,272
"31850","Malone",1987,92,5,283
"31858","Maltese Falcon, The",1931,80,6.9,191
"31890","Mamluqi",1958,97,8.8,10
"31909","Man Apart, A",2003,110,5.4,4231
"31915","Man Called Dagger, A",1967,86,3.8,12
"32015","Man from Hong Kong, The",1975,111,4.8,83
"32040","Man in the Iron Mask, The",1998,132,6,11127
"32059","Man of Violence",1971,98,5.9,10
"32064","Man of the House",2005,97,5.2,511
"32070","Man on Fire",1987,92,4.5,140
"32071","Man on Fire",2004,146,7.4,14358
"32072","Man on a String",1960,92,5.9,14
"32101","Man with the Golden Gun, The",1974,125,6.4,7425
"32120","Man-Thing",2005,96,3.8,163
"32135","Mandingo",1975,127,4.8,332
"32138","Mandrake the Magician",1939,215,6,11
"32140","Mandroid",1993,81,2.8,81
"32146","Mang quan gui shou",1981,92,4.5,31
"32149","Mangchi",2003,80,4.4,5
"32158","Manhandlers, The",1975,87,3.2,7
"32161","Manhattan Chase",2000,97,3.8,6
"32170","Manhunt of Mystery Island",1945,219,7.1,27
"32179","Maniac Cop",1988,85,5,709
"32180","Maniac Cop 2",1990,90,4.4,360
"32181","Maniac Cop 3: Badge of Silence",1993,85,3.5,229
"32184","Maniacts",2001,92,5.7,48
"32257","Mantis Vs the Falcon Claws",1983,90,6,7
"32273","Maplewoods",2003,87,2.1,36
"32294","Marauders, The",1947,63,7.2,11
"32298","Marc Mato, agente S. 077",1965,92,8.8,11
"32330","Mard",1985,177,6,36
"32337","Marea suave",1992,94,4.9,7
"32365","Mariachi, El",1992,81,7,6817
"32387","Marie-Chantal contre le docteur Kha",1965,113,5,31
"32397","Marijuana mitsubai soshiki",1970,87,5.7,12
"32407","Marine Raiders",1944,90,5.5,25
"32408","Marines Are Coming, The",1934,74,6,11
"32409","Marines Fly High, The",1940,68,6.3,15
"32429","Mark colpisce ancora",1976,102,5.3,8
"32446","Marked Man",1995,94,5,66
"32448","Marked for Death",1990,94,5,1956
"32490","Mars",1998,91,3.3,156
"32493","Mars Attacks!",1996,106,6.1,27363
"32512","Martial Law",1990,89,4,57
"32513","Martial Law II: Undercover",1992,87,3.9,41
"32576","Mask of Death",1996,89,4.1,82
"32579","Mask of Dust",1954,69,4.5,5
"32582","Mask of Zorro, The",1998,136,6.8,18220
"32585","Mask, The",1994,97,6.4,21533
"32588","Masked Marvel, The",1943,197,8.1,33
"32611","Mass",2004,170,7.2,5
"32630","Master Key, The",1945,226,6.4,9
"32635","Master and Commander: The Far Side of the World",2003,138,7.5,21328
"32642","Masterblaster",1985,94,3.4,26
"32643","Masterminds",1997,106,4.6,739
"32646","Masters of the Universe",1987,106,4.4,3288
"32708","Matrix Reloaded, The",2003,138,7.1,57225
"32709","Matrix Revolutions, The",2003,125,6.3,40058
"32710","Matrix, The",1999,136,8.5,143853
"32759","Max und Moritz Reloaded",2005,87,2.7,23
"32763","Maximillian Tarzan",1999,10,5.2,13
"32764","Maximum Force",1992,90,3.7,33
"32766","Maximum Revenge",1997,78,3.2,42
"32767","Maximum Risk",1996,100,4.9,2234
"32803","McBain",1991,99,4,232
"32806","McCinsey's Island",1998,95,2.5,117
"32813","McKenzie Break, The",1970,108,6.4,192
"32817","McQ",1974,111,5.5,523
"32852","Mean Dog Blues",1978,108,6,50
"32854","Mean Guns",1997,110,4.8,736
"32857","Mean Mother",1974,88,1.5,24
"32879","Mechanic, The",1972,100,6.6,861
"32887","Medallion, The",2003,88,4.5,2765
"32950","Megaforce",1982,99,2.7,562
"32958","Mehanizam",2000,94,5.6,59
"32962","Mei gui mei gui wo ai ni",1993,94,4.8,16
"33001","Mekura no oichi monogatari: Makkana nagaradori",1969,87,3.2,13
"33002","Mekurano Oichi midaregasa",1969,87,7,5
"33010","Melinda",1972,109,6.2,22
"33041","Memorial Day",1998,95,3.5,52
"33052","Memory Run",1996,90,4.5,90
"33056","Memphis Belle",1990,107,6.7,3882
"33074","Men Without Women",1930,77,4.9,43
"33075","Men at Work",1990,98,5.3,2720
"33077","Men in Black",1997,98,6.8,53231
"33078","Men in Black II",2002,88,5.6,21580
"33084","Men of Action",2003,15,8.6,13
"33090","Men of Means",1999,80,5.7,49
"33094","Men of War",1994,99,4.6,397
"33098","Men with Steel Faces",1940,70,6.9,9
"33103","Menace II Society",1993,97,7.3,4704
"33104","Menace, La",1977,117,6.6,45
"33111","Meng long guojiang",1972,90,6.6,1775
"33133","Mentale, La",2002,106,5.2,175
"33155","Mercenaries, The",1968,100,6.4,234
"33157","Mercenary Fighters",1987,95,1.6,20
"33158","Merchant of Death",1997,96,3.3,66
"33159","Merchant of Evil",1991,90,2.1,5
"33162","Merchants of War",1988,87,4,14
"33168","Mercury Rising",1998,108,5.6,8202
"33171","Mercy Streets",2000,106,4.6,149
"33179","Merlin",1992,115,3.8,70
"33237","Messengers",1999,118,7.1,61
"33257","Metalstorm: The Destruction of Jared-Syn",1983,84,2.9,335
"33273","Metoroporisu",2001,107,7.3,3380
"33274","Metro",1997,117,5.2,3560
"33284","Mettetemi in galera",1976,89,2.9,8
"33327","Mi querido Tom Mix",1991,90,4.5,7
"33346","Miami Connection",1986,120,3.7,12
"33347","Miami Cops",1989,95,2.4,10
"33349","Miami Golem",1985,85,3,25
"33352","Miami Supercops",1985,93,5.3,286
"33354","Miao tan shuang jiao",1992,86,4.5,11
"33355","Miao tan shuang long",1992,92,5.1,16
"33375","Michel Vaillant",2003,103,4.9,496
"33442","Midnight Confessions",1995,81,3.8,27
"33456","Midnight Man",1995,87,5.9,52
"33462","Midnight Panther",1998,60,4.1,28
"33464","Midnight Ride",1990,93,4.6,147
"33465","Midnight Run",1988,126,7.5,9196
"33473","Midnight Witness",1993,90,3.5,24
"33477","Midnite Spares",1983,87,3.3,20
"33491","Midway",1976,132,6.5,2118
"33511","Mighty Ducks, The",1992,100,5.7,4410
"33521","Mighty Morphin Power Rangers: The Movie",1995,95,3.1,2250
"33528","Mighty, The",1998,100,7.1,2577
"33563","Milano calibro 9",1972,97,8.3,125
"33579","Militia",2000,89,3.6,162
"33614","Million Dollar Kid, The",2000,91,4.5,73
"33620","Million Eyes of Sumuru, The",1967,95,3.7,45
"33696","Mindhunters",2004,102,6.3,3925
"33700","Mindstorm",2001,97,4.2,128
"33713","Mini-Skirt Mob, The",1968,82,3.2,51
"33714","Minion, The",1998,95,3.2,338
"33717","Ministry of Vengeance",1989,96,2.8,33
"33721","Minnamurra",1989,92,5.5,27
"33727","Minority Report",2002,145,7.8,51199
"33755","Miracle des loups, Le",1961,126,5.9,24
"33778","Mirage",1995,92,5,51
"33883","Missing Persons",2002,85,4.2,20
"33886","Missing in Action",1984,101,4.5,1284
"33887","Missing in Action 2: The Beginning",1985,100,3.9,750
"33888","Mission Batangas",1968,100,4.2,9
"33890","Mission Manila",1987,90,3.4,5
"33901","Mission: Impossible",1996,110,6.6,33496
"33902","Mission: Impossible II",2000,123,5.7,35958
"33903","Mission: Monte Carlo",1974,102,6,20
"33904","Mission: Space",2003,5,9.6,5
"33910","Missione speciale Lady Chaplin",1966,101,5.1,5
"33944","Mistiko tou Noemvri, To",2003,100,2.2,6
"33963","Mitchell",1975,97,2.5,1253
"33969","Mivtsa Yonatan",1977,124,6.2,104
"33973","Mixed Blood",1985,98,6.3,68
"33996","Mo him wong",1996,87,5.8,237
"33998","Mo neuih",1970,94,3.9,5
"34008","Mob War",1989,96,1.8,30
"34021","Mod Squad, The",1999,92,3.9,2969
"34040","Modern Warriors",2002,56,5.8,32
"34064","Mohra",1994,177,5.1,66
"34120","Momento di uccidere, Il",1968,92,6.6,5
"34161","Monday",2000,100,7.4,441
"34167","Mondialito",1999,90,4.7,13
"34197","Money Movers",1979,92,5.3,48
"34200","Money Talks",1997,97,5.5,2720
"34202","Money Train",1995,103,5.1,5081
"34213","Mongoli, I",1961,105,4.4,32
"34246","Monolith",1993,95,3.8,180
"34250","Mononoke-hime",1997,134,8.3,19350
"34291","Monster and the Stripper, The",1968,89,5.3,14
"34315","Montana",1998,92,6.1,417
"34346","Moon 44",1990,98,4.3,671
"34368","Moonfire",1972,107,7.3,7
"34383","Moonraker",1979,126,5.9,9318
"34386","Moonrunners",1975,110,4.9,50
"34388","Moonshine County Express",1977,95,5,28
"34427","More Than Famous",2002,70,9.4,5
"34472","Morphin(e)",2005,20,9.7,7
"34491","Mortal Kombat",1995,101,5,8779
"34492","Mortal Kombat: Annihilation",1997,91,3,5799
"34521","Mosaic Project, The",1994,95,3,22
"34522","Mosby's Marauders",1967,132,6.7,21
"34539","Most",1969,105,7.4,26
"34548","Most Wanted",1997,99,5.3,1052
"34554","Mosura",1961,91,6.1,241
"34555","Mosura",1996,104,5.9,100
"34621","Mou mian bi",1994,90,7.2,15
"34663","Mousehunt",1997,99,5.8,4637
"34693","Moving Target",1997,106,4.9,56
"34703","Mozambique",1965,98,4.8,13
"34712","Mr India",1987,179,7.7,96
"34727","Mr. Billion",1977,89,5,100
"34761","Mr. Majestyk",1974,103,6.2,626
"34764","Mr. Mean",1977,98,4.9,10
"34842","Mu Sa Do",2002,93,3.6,24
"34854","Mucha sangre",2002,82,4.3,63
"34866","Mudhalvan",1999,169,5.3,27
"34889","Mugunghwaggoti pieotseubnida",1995,152,1.4,5
"34944","Mumbai Se Aaya Mera Dost",2003,146,3.6,19
"34952","Mummy Returns, The",2001,130,6.1,23551
"34967","Mummy, The",1999,124,6.5,36216
"34969","Mumya firarda",2002,105,2.6,31
"34989","Muppet Treasure Island",1996,99,6.1,2004
"35018","Murder Without Tears",1953,65,3.4,5
"35019","Murder at 1600",1997,108,5.9,4458
"35038","Murder in the Air",1940,55,4.1,43
"35063","Murdercycle",1999,90,2.3,122
"35065","Murderers' Row",1966,105,5.3,187
"35076","Muro-ami",1999,120,5.5,38
"35078","Murphy's Law",1986,100,5.1,428
"35080","Murphy's War",1971,107,6.6,415
"35082","Musa",2001,132,7.5,1730
"35128","Musketeer, The",2001,104,4.4,3966
"35155","Muthers, The",1976,101,4.7,27
"35343","My Samurai",1992,87,3.8,20
"35385","Mysterious Doctor Satan",1940,267,7.8,40
"35398","Mysterious Pilot, The",1937,300,4.3,7
"35407","Mystery Man",1944,58,7.3,18
"35408","Mystery Men",1999,121,5.8,13331
"35413","Mystery Squadron, The",1933,220,6,11
"35432","Mystery of the River Boat",1944,218,8.4,10
"35450","N.B.T.",2003,90,6.8,8
"35515","Nada x perder",2001,120,3.9,17
"35566","Naked Cage, The",1986,97,4.1,44
"35571","Naked Dawn, The",1955,82,7.1,37
"35609","Naked Vengeance",1985,97,4.8,32
"35621","Nam Angels",1989,91,4.2,21
"35622","Nam's Angels",1970,95,4,39
"35628","Name of the Rose",2003,25,4.2,22
"35638","Nan bei Shao Lin",1986,99,6.1,170
"35639","Nan bei tui wang",1980,90,6.1,12
"35660","Nankyoku monogatari",1983,143,6.9,134
"35673","Napoli spara",1977,85,5.9,14
"35674","Napoli violenta",1976,95,6.5,67
"35685","Narcosys",2000,85,1.3,10
"35692","Narrow Margin",1990,97,6.3,1372
"35696","Naseeb",1981,197,7.9,85
"35698","Naser Salah el Dine, El",1963,90,7.3,69
"35742","National Security",2003,88,4.6,3762
"35743","National Treasure",2004,131,6.6,12361
"35764","Natural Born Killers",1994,122,6.6,25596
"35765","Natural City",2003,104,5.7,381
"35803","Navajo Blues",1996,90,3,30
"35823","Navy SEALS",1990,113,4.8,2834
"35851","Near Death",2004,95,2.3,55
"35880","Ned",2003,81,6.2,54
"35881","Ned Kelly",1970,99,4.6,145
"35892","Negotiator, The",1998,139,7.2,19100
"35933","Nemesis",1993,95,4.7,577
"35934","Nemesis 4: Death Angel",1995,65,1.7,181
"35960","Neraka perut bumi",1987,90,5.9,6
"35978","Net Worth",2000,94,5.1,93
"35980","Net, The",1995,114,5.6,12201
"35986","Netto Perde Sua Alma",2001,102,6.9,29
"36000","Neutral Port",1940,89,5.5,9
"36024","Never Say Die",1988,90,4.9,43
"36025","Never Say Die",1995,96,3.4,45
"36028","Never Say Never Again",1983,121,6.1,7537
"36038","Never Too Young to Die",1986,92,3.2,162
"36064","New Blood",1999,98,5.3,282
"36066","New Crime City",1994,86,2.8,38
"36079","New Jack City",1991,97,6.1,3360
"36104","New World Disorder",1999,92,4.1,305
"36114","New York Harbor Police Boat Patrol Capturing Pirates",1903,2,3.9,8
"36136","Newman's Law",1974,98,5,30
"36141","NewsBreak",2000,94,3.7,44
