"","title","year","length","rating","votes"
"17762","Filmmaking On the Riviera",1964,10,5.1,8
"17765","Films of the Brothers Quay, The",1987,78,8.6,124
"17774","Filth and the Fury, The",2000,108,7.4,1172
"17799","Final Cut: The Making and Unmaking of 'Heaven's Gate'",2004,78,5.2,27
"17820","Final Solution",2003,218,9.1,23
"17835","Finding Christa",1991,55,5.9,7
"17838","Finding His Voice",1929,11,6.2,8
"17857","Finest Hours, The",1964,116,4.9,10
"17867","Finis terrae",1929,80,8.2,6
"17868","Finished",1997,75,5.4,16
"17872","Finisterre",2003,57,8.4,8
"17931","Fires Were Started",1943,80,7.3,33
"17933","Fires of Kuwait",1992,36,7.7,76
"17952","First Contact",1983,58,6.7,36
"17956","First Emperor of China, The",1989,42,5.7,20
"17971","First Motion Picture Unit, The",1943,21,3,21
"18024","Fist Power",2002,5,8,6
"18035","FitzPatrick Traveltalks No. T-322: Exotic Mexico",1942,9,4.5,5
"18036","FitzPatrick Traveltalks: Glimpses of Western Germany",1954,9,2.4,6
"18037","FitzPatrick Traveltalks: In the Valley of the Rhine",1953,9,8.4,8
"18047","Five Cities of June, The",1963,26,5.8,7
"18051","Five Dedicated to Ozu",2003,75,6.1,27
"18075","Five Wives, Three Secretaries and Me",1998,82,5.5,26
"18090","Flag Wars",2003,86,8.2,20
"18111","Flamenco at 5:15",1983,29,7.5,17
"18124","Flammend' Herz",2004,90,7.5,6
"18139","Flash of a Dream",2001,60,6.8,13
"18233","Flight of the Gossamer Condor, The",1978,27,8.7,6
"18319","Fluffy Cumsalot, Porn Star",2003,57,2.1,18
"18342","Flyerman",2003,96,7.8,8
"18343","Flyers",1983,35,7.2,5
"18367","Flying Padre",1951,9,5.8,233
"18387","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003,107,8.4,3416
"18425","Fond de l'air est rouge, Le",1977,180,7.8,59
"18477","For All Mankind",1989,80,8,249
"18480","For Auld Lang Syne",1938,7,7.9,22
"18513","For Those About to Rock: Monsters in Moscow",1992,84,8.9,16
"18524","For harde livet",1989,101,5.7,10
"18544","Forbidden City, U.S.A.",1989,56,5,5
"18546","Forbidden Fruit",2000,30,8.6,5
"18549","Forbidden Love: The Unashamed Stories of Lesbian Lives",1992,85,6.5,72
"18550","Forbidden Marriages in the Holy Land",1995,66,3,6
"18566","Force Beyond, The",1978,85,5.9,9
"18598","Foreigners out! Schlingensiefs Container",2002,90,8.9,21
"18600","Forest Commandos, The",1945,19,6.5,11
"18603","Forest of Bliss",1986,90,5.3,13
"18631","Forgotten Village, The",1941,67,5.5,6
"18640","Formulas for Seduction: The Cinema of Atom Egoyan",1999,52,8.4,16
"18676","Forty Boys and a Song",1941,10,6.6,9
"18691","Fotoamator",1998,52,5.1,18
"18702","Four American Composers",1983,220,8.5,16
"18704","Four Corners",1997,80,6.1,11
"18707","Four Days in November",1964,122,8.3,37
"18756","Fourth World War, The",2003,78,7.8,14
"18804","Frames from the Edge",1989,95,6.6,16
"18833","Franco: ese hombre",1964,103,1.8,18
"18837","Frank Lloyd Wright",1998,146,7.7,97
"18838","Frank Truth, The",2001,85,7.6,27
"18842","Frank and Ollie",1995,90,7.8,50
"18867","Frankenstein: A Cinematic Scrapbook",1991,60,1.8,6
"18875","Frankreich, wir kommen",1999,80,6.9,18
"18876","Franky Goes to Hollywood",1999,12,4.1,81
"18878","Frantz Fanon: Black Skin, White Mask",1996,70,4.7,19
"18884","Frat House",1998,60,7.4,40
"18912","Frazetta: Painting with Fire",2003,93,7.7,21
"18920","Freaks Uncensored!",1999,100,9.8,12
"18927","Fred: The Movie",2000,90,3.9,8
"18949","Free Tibet",1998,90,4.2,37
"18961","Freedom Downtime",2001,121,8,236
"18968","Freeriders",1998,86,6.3,14
"18970","Freestyle: The Art of Rhyme",2000,60,8.2,33
"18986","French Blue",1974,90,6.2,10
"19031","Frida Kahlo: A Ribbon Around a Bomb",1992,60,8,9
"19062","Friendly Persuasion: Iranian Cinema After the 1979 Revolution",2000,113,8,15
"19067","Friends Forever",2002,80,6.5,26
"19072","Friends in High Places",2001,83,6.9,19
"19104","Frodo Is Great... Who Is That?!!",2004,60,9.4,7
"19134","From Hollywood to Hanoi",1993,78,6.6,9
"19136","From Mao to Mozart: Isaac Stern in China",1980,84,7.3,69
"19141","From Russia to Hollywood: The 100-Year Odyssey of Chekhov and Shdanoff",1999,100,6.1,11
"19145","From Swastika to Jim Crow",2000,60,7.9,14
"19155","From the Journals of Jean Seberg",1995,100,7.1,60
"19182","Frosh: Nine Months in a Freshman Dorm",1994,98,2.6,7
"19183","Frosset hjerte",1999,80,6,18
"19212","Fuck You, Fuck You Very Much",1998,51,6.8,16
"19274","Full Tilt Boogie",1997,97,5.8,577
"19296","Funkytown",1998,82,8.2,5
"19298","Funniest Man in the World, The",1967,95,6.9,10
"19299","Funny",1989,81,6.1,8
"19302","Funny Car Summer",1974,88,4.7,15
"19334","Further Perils of Laurel and Hardy, The",1968,99,7.4,15
"19343","Fury in the Pacific",1945,20,7.3,5
"19349","Fusiladitos, Los",2004,57,8.6,45
"19357","Future Is Now, The",1955,15,5.4,7
"19363","Future of Food, The",2004,88,9.4,13
"19380","G'ole!",1982,101,6,21
"19411","Gabriel Orozco",2002,80,4,14
"19428","Gadajace glowy",1980,16,7,35
"19432","Gaea Girls",2000,104,6.6,42
"19442","Gaia Symphony II",1999,130,5,10
"19453","Gala",2003,105,6.4,9
"19457","Galapagos: The Enchanted Voyage",1999,40,7.1,81
"19462","Galaxy Far, Far Away, A",2001,62,4.8,32
"19511","Gambling, Gods and LSD",2002,180,6.1,97
"19513","Game Over: Kasparov and the Machine",2003,90,6.7,95
"19516","Game of Their Lives, The",2002,80,7.5,42
"19542","Gan",2003,90,8.1,53
"19600","Gap-Toothed Women",1987,31,6.3,20
"19601","Garabatos",1964,14,3.7,6
"19639","Garlic Is As Good As Ten Mothers",1980,51,7.1,30
"19647","Garriage: A Documentary in 4 Chapters and an Epilogue",2004,14,9.7,6
"19648","Garrincha, Alegria do Povo",1962,60,5.2,13
"19651","Gary Cooper: American Life, American Legend",1991,47,6.8,31
"19666","Gaslight Follies",1945,110,6.5,5
"19681","Gate of Heavenly Peace, The",1995,189,7.8,55
"19686","Gates of Heaven",1978,85,7.5,546
"19723","Gay Cuba",1996,57,5.9,12
"19735","Gay USA",1978,78,8,5
"19742","Gaza Strip",2002,74,7.1,98
"19800","Gendernauts",1999,87,5.7,23
"19802","Gene Autry, Melody of the West",1994,58,9.8,7
"19819","Genesis",1978,32,6.1,10
"19822","Genesis",2004,81,6.6,117
"19825","Genesis: A Band in Concert",1977,45,7.8,12
"19828","Genghis Blues",1999,88,7.6,352
"19835","Genius of Lenny Breau, The",1999,120,5,10
"19838","Genocide",1981,90,5.6,22
"19844","Gent",1969,15,7.2,41
"19847","Gente di Roma",2003,100,4.9,40
"19861","Gentleman Tramp, The",1975,78,7,30
"19887","George Dumpson's Place",1965,8,5.1,16
"19891","George Stevens: A Filmmaker's Journey",1984,110,7.7,62
"19892","George Wallace: Settin' the Woods on Fire",2000,167,8.7,14
"19905","Georgetown Loop (Colorado), The",1903,3,7,26
"19910","Georgie Girl",2001,69,6.6,7
"19935","Geschichte vom Onkel Willy aus Golzow, Die",1996,140,8.8,6
"19937","Geschichte vom weinenden Kamel, Die",2003,90,7.4,855
"19942","Geschriebene Gesicht, Das",1995,89,1.8,9
"19948","Gesucht: Monika Ertl",1989,89,8.8,5
"19949","Get Back",1991,89,5.6,75
"19950","Get Bruce",1999,82,5.5,222
"20022","Ghetto",1997,122,3.3,16
"20025","Ghost Bird: The Life and Art of Judith Deim",2000,54,8.6,5
"20090","Ghosts of Attica",2001,90,8.3,8
"20096","Ghosts of the Abyss",2003,43,6.6,664
"20145","Gigantic (A Tale of Two Johns)",2002,102,7.8,261
"20146","Giger's Alien",1979,34,8.9,7
"20147","Giger's Necronomicon",1975,40,8,5
"20154","Gilda Live",1980,96,6.7,124
"20164","Gimme Shelter",1970,91,7.6,1229
"20197","Giorni di gloria",1945,71,8.1,7
"20211","Giovanni Falcone",1993,124,6.7,23
"20260","Girl Wrestler",2003,56,8,8
"20310","Girlhood",2003,82,7.3,49
"20318","Girls Like Us",1997,60,6.7,20
"20341","Girltalk",1987,85,6.1,5
"20379","Give Us the Earth!",1947,21,5.9,7
"20386","Gizmo!",1977,77,7.1,96
"20401","Glaneurs et la glaneuse, Les",2000,82,7.3,532
"20402","Glanz von Berlin, Der",2002,91,7,16
"20403","Glas",1958,11,7.2,74
"20422","Glastonbury the Movie",1995,96,5.4,12
"20424","Glauber o Filme, Labirinto do Brasil",2003,98,6.9,20
"20431","Glenn Gould: Off the Record",1959,30,7.6,8
"20432","Glenn Gould: On the Record",1959,30,7.5,8
"20434","Glenn Tilbrook: One for the Road",2004,70,7,9
"20435","Glenroy Bros., No. 2",1894,1,4.2,15
"20436","Glenroy Brothers (Comic Boxing)",1894,1,5.4,97
"20439","Glimpses of Florida",1941,10,5.7,9
"20440","Glimpses of Old England",1949,9,5.3,7
"20441","Glimpses of Ontario",1942,9,6,5
"20451","Glocken aus der Tiefe",1993,60,8.1,12
"20484","Go Further",2003,80,5.8,84
"20491","Go Tigers!",2001,103,7.7,353
"20497","Go West, Young Man!",2003,84,7,12
"20511","Goal! The World Cup",1966,107,6.2,24
"20519","God Respects Us When We Work, But Loves Us When We Dance",1968,20,8.4,6
"20528","God's Dominion: In the Name of the Father",1993,51,2.8,8
"20542","Gode og det onde, Det",1975,78,6,10
"20555","Gods of Times Square, The",1999,93,6.1,20
"20584","Going Equipped",1987,5,6.6,24
"20588","Going Hollywood: The War Years",1988,106,7.1,14
"20602","Going Upriver: The Long War of John Kerry",2004,87,7.8,487
"20605","Going to Blazes!",1948,21,6.3,13
"20641","Gold Fever",1999,41,7,5
"20654","Golden Age of Comedy, The",1957,79,7,48
"20669","Golden Equator, The",1956,18,5.3,10
"20674","Golden Glamour",1955,15,4.2,5
"20675","Golden Gloves",1961,28,8.8,9
"20711","Goldwyn",2001,118,7,39
"20788","Good Fight, The",1984,98,9.2,18
"20798","Good Kurds, Bad Kurds: No Friends But the Mountains",2000,72,5.3,9
"20891","Googoosh: Iran's Daughter",2000,158,4.3,9
"20908","Gordon Sisters Boxing, The",1901,2,4.2,13
"20914","Goreville, U.S.A.",1997,64,2.8,10
"20940","Goshogaoka",1998,63,6,7
"20942","Gospel According to Al Green",1984,94,8.4,5
"20943","Gospel According to Philip K. Dick, The",2001,80,4.1,59
"20958","Gotham Fish Tales",2003,80,7.2,22
"20981","Grace of God, The",1997,75,5,10
"20987","Graduating Peter",2001,75,5.8,12
"20999","Gran Gato, El",2003,105,6.7,8
"21011","Grand Canyon",1958,29,7,42
"21014","Grand Canyon: The Hidden Secrets",1984,35,6.9,74
"21026","Grand Prix: Challenge of the Champions",1966,13,5.6,13
"21064","Grande olimpiade, La",1961,142,5.5,5
"21080","Grandfathers and Revolutions",2000,53,4.4,10
"21101","Grass",1999,80,7.2,624
"21105","Grass: A Nation's Battle for Life",1925,71,7.8,88
"21109","Grateful Dawg",2000,81,7.1,115
"21110","Grateful Dead Movie, The",1977,131,7.3,125
"21140","Great",1975,30,8.4,34
"21144","Great American Cowboy, The",1973,89,6.7,12
"21147","Great American Songbook, The",2003,174,7,22
"21148","Great American West, The",1997,41,8.3,6
"21152","Great Barrier Reef",1981,39,6.9,33
"21159","Great Chase, The",1962,77,7,33
"21161","Great Dance: A Hunter's Story, The",2000,90,6.7,15
"21163","Great Day in Harlem, A",1994,60,7.1,100
"21185","Great Indian Wars 1840-1890, The",1991,96,4.8,8
"21220","Great Rock 'n' Roll Swindle, The",1980,103,6.6,366
"21222","Great Sadness of Zohara, The",1983,38,7.8,6
"21243","Greatest Places, The",1998,40,5.5,55
"21307","Greetings from Africa",1996,8,7.9,5
"21324","Grey Gardens",1975,100,7.8,415
"21361","Grito, El",1968,120,6.2,11
"21385","Grote vakantie, De",2000,145,7.1,28
"21389","Groucho Marx's Home Movies",1933,22,6.8,14
"21397","Group Madness",1983,48,6.3,21
"21401","Groupies",1970,84,2,14
"21402","Growin' a Beard",2003,29,8.7,7
"21404","Growing Up in America",1988,90,6.3,7
"21464","Guerra do Brasil - Toda Verdade Sobre a Guerra do Paraguai",1987,104,3.6,5
"21467","Guerre d'un seul homme, La",1982,105,8.5,11
"21474","Guerre sans nom, La",1992,240,6.9,5
"21549","Gun Drill by Naval Cadets at Newport Training School",1900,1,2.6,5
"21597","Gunner Palace",2004,85,6.4,203
"21610","Guns of August, The",1964,100,6.9,40
"21646","Guy Maddin: Waiting for Twilight",1997,60,6.1,51
"21650","Guy Who Bought Mustique, The",2000,78,6.9,27
"21673","Gymnasium Exercises and Drill at Newport Training School",1900,1,3.1,9
"21693","H-2 Worker",1990,70,7.7,7
"21696","H.H. Holmes: America's First Serial Killer",2004,64,6.8,32
"21698","H.M.S. Bounty Sails Again!",1962,8,5.7,5
"21749","Hail Columbia",1935,10,4.7,9
"21750","Hail Columbia!",1982,37,8.4,34
"21751","Hail Sid Caesar! The Golden Age of Comedy",2001,85,6.1,13
"21782","Hakob Hovnatanyan",1967,8,6.9,27
"21801","Half Japanese: The Band That Would Be King",1993,90,6.6,51
"21802","Half Life",1985,87,6,10
"21847","Hamara Shahar - Bombay, Our City",1985,82,7,8
"21870","Hammer and Cycle",2004,27,9.7,6
"21880","Hamshahri",1983,52,4.6,5
"21894","Hand Behind the Mouse: The Ub Iwerks Story, The",1999,90,6.4,24
"21901","Hand of Fate",1999,98,9.6,5
"21905","Handbikemovie",2003,99,3.4,12
"21922","Handsworth Songs",1986,61,6,7
"21930","Hang the DJ",1998,90,6.6,27
"21947","Hank Aaron: Chasing the Dream",1995,120,8.5,32
"21966","Hanoi, martes 13",1967,38,2.7,6
"21974","Hans: het leven voor de dood",1983,155,8.1,15
"21997","Happy Birthday to John",1996,24,6.7,10
"22031","Happy Mother's Day, A",1963,26,5.6,10
"22068","Hard Fat",2002,23,5.1,15
"22121","Hardwood",2004,29,6.6,20
"22153","Harlan County, U.S.A.",1976,103,8.3,298
"22161","Harley-Davidson: The American Motorcycle",1993,73,7.4,5
"22182","Harry Callahan/Clint Eastwood: Something Special in Films",1976,6,6.1,6
"22220","Haschisch",2002,80,7.8,14
"22221","Hase und Igel",2000,6,5.5,7
"22238","Hated",1994,90,7,191
"22273","Haunted World of Edward D. Wood Jr., The",1996,89,5.2,66
"22298","Havanna mi amor",2000,82,5.9,25
"22302","Have You Seen This Man?",2003,18,7.6,18
"22350","He Makes Me Feel Like Dancin'",1983,51,7.2,21
"22397","Hearst Castle: Building the Dream",1996,40,6.1,17
"22404","Heart Land",1987,37,7.5,6
"22407","Heart and Soul",1988,40,5.9,23
"22420","Heart of the Sea: Kapolioka'ehukai, The",2002,57,7.7,11
"22426","Heart to Heart",1949,21,4.9,12
"22442","Heartland Reggae",1980,90,7,16
"22446","Hearts and Minds",1974,112,8.5,415
"22451","Hearts of Darkness: A Filmmaker's Apocalypse",1991,96,8.2,2573
"22455","Heartsong",1995,20,6.6,8
"22457","Heartworn Highways",1981,92,6.5,23
"22476","Heaven",1987,80,6.3,80
"22514","Heavy Petting",1989,78,5.3,80
"22527","Hedda Hopper's Hollywood No. 6",1942,9,7.3,5
"22529","Heftig og begeistret",2001,89,7.1,287
"22558","Heimspiel",2000,101,7.9,13
"22562","Heir to an Execution",2004,99,7.2,78
"22585","Helga - Vom Werden des menschlichen Lebens",1967,77,4.5,7
"22586","Helgoland",2000,12,4.6,7
"22602","Hell House",2001,85,7.1,300
"22622","Hell's Angels Forever",1983,93,4.6,34
"22679","Hellstrom Chronicle, The",1971,90,6.8,125
"22704","Hemp for Victory",1943,15,5,11
"22707","Hempsters: Plant the Seed",2003,90,6.4,6
"22711","Henker - Der Tod hat ein Gesicht",2002,84,8,11
"22717","Henri Cartier-Bresson - Biographie eines Blicks",2003,72,8.3,11
"22782","Herd, The",1998,100,7.9,22
"22784","Herding Horses Across a River",1904,1,3.9,5
"22800","Here Comes the Circus",1946,10,1.8,16
"22829","Hero Cop: Yesterday and Today, The",1973,8,6.7,5
"22834","Hero's Journey: The World of Joseph Campbell, The",1987,58,5,24
"22839","Heroes at Leisure",1939,10,6.8,6
"22850","Herr Zwilling und Frau Zuckermann",1999,126,7.4,35
"22897","Hey! Is Dee Dee Home?",2003,64,6.8,15
"22933","Hidden Dimension, The",1997,45,3.7,17
"22937","Hidden Fuhrer: Debating the Enigma of Hitler's Sexuality",2004,90,8.2,30
"22941","Hidden Hawaii",1993,34,6.5,24
"22945","Hidden Wars of Desert Storm, The",2001,64,7.8,44
"22978","High Fidelity",1988,85,6.6,14
"22988","High Lonesome: The Story of Bluegrass Music",1994,95,6,35
"22999","High School",1968,75,7.3,176
"23049","Highway",1999,57,6.6,20
"23068","Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",2004,68,8.4,102
"23077","Hikayatul jawahiri thalath",1995,112,7.3,17
"23117","Himmler Projekt, Das",2001,182,8.9,22
"23132","Hip Hop Homos",2004,26,8.5,6
"23159","Hiroshima Nagasaki August, 1945",1970,16,8.2,9
"23161","Hirtenreise ins dritte Jahrtausend",2002,124,6.7,16
"23205","Histoire d'un secret",2003,95,7.9,23
"23227","History Lessons",2000,66,5.2,15
"23233","Hit & Run",2000,45,7.1,16
"23264","Hitler - eine Karriere",1977,155,7.9,43
"23266","Hitler Lives",1945,17,7.1,26
"23273","Hitlers Hitparade",2003,76,7.1,7
"23285","Hittites",2003,120,6.1,42
"23291","Hlemmur",2002,86,8.6,5
"23299","Hoaxters, The",1953,36,3.6,13
"23314","Hock hiap leong",2001,7,6.1,12
"23326","Hofmann's Potion",2002,56,7.4,6
"23372","Holes in Heaven",1998,53,4.9,5
"23395","Hollands licht",2003,94,6.6,31
"23417","Hollywood Extra Girl",1935,11,5.9,13
"23418","Hollywood Goes to Town",1938,9,5.8,16
"23424","Hollywood Hobbies",1939,10,5.7,31
"23431","Hollywood Mavericks",1990,90,6.3,25
"23432","Hollywood My Home Town",1965,54,6.9,5
"23435","Hollywood Outtakes",1984,81,8.5,43
"23439","Hollywood Rated 'R'",1997,53,3.5,43
"23448","Hollywood Ten, The",1950,15,6.9,22
"23449","Hollywood Uncensored",1987,75,7.3,12
"23452","Hollywood Victory Caravan",1945,20,5.9,26
"23453","Hollywood Without Make-Up",1950,50,6.3,13
"23455","Hollywood You Never See, The",1934,11,6.4,5
"23457","Hollywood on Trial",1976,105,6,25
"23459","Hollywood's Magical Island: Catalina",2003,52,6.2,7
"23461","Hollywood's World of Flesh",1963,72,1.1,5
"23467","Holocaust szemei, A",2000,56,8.2,26
"23483","Homage to Chagall: The Colours of Love",1977,88,8,5
"23508","Home Economics Story, The",1951,25,2.3,36
"23514","Home Movie",2001,66,7.2,216
"23517","Home Page",1999,102,4.7,18
"23537","Home of the Brave",2004,75,6.9,23
"23553","Homeless in America",2004,30,7.2,10
"23600","Hommes du port, Les",1995,64,7.3,6
"23606","Homo Sapiens 1900",1998,88,8,20
"23629","Honeymoon",1969,61,6.3,7
"23645","Hong Kong: 'The Hub of the Orient'",1937,8,5.5,10
"23659","Hong-Kong (HKG)",1999,13,5.7,11
"23699","Hooked",2003,62,5.1,15
"23702","Hookers on Davie",1984,88,7.8,5
"23703","Hoop Dreams",1994,170,7.9,4668
"23712","Hoover Street Revival",2002,104,7.2,14
"23753","Horns and Halos",2002,79,7.4,121
"23783","Horse with the Flying Tail, The",1960,48,6.4,18
"23850","Hot Pepper",1973,54,6,6
"23888","HotRod: The Movie",2004,72,9,9
"23917","Hotel Torgo",2004,28,9.4,24
"23981","House in the Middle, The",1954,13,5.1,6
"24029","House of the Tiger King",2004,105,4.7,16
"24043","House: After Five Years of Living",1955,11,6,15
"24055","Housing Problems",1935,16,7.8,12
"24058","How Arnold Won the West",2004,80,6.5,53
"24085","How They Make Adult Movies",1997,60,3.8,14
"24093","How to Be a Model (A 12 Step Plan)",2003,82,9.3,17
"24098","How to Break 90",1933,9,4.2,10
"24104","How to Draw a Bunny",2002,90,7.9,91
"24108","How to Fly the B-24D Airplane",1942,58,8.3,7
"24149","How's Your News?",1999,82,6.5,75
"24151","Howard Zinn: You Can't Be Neutral on a Moving Train",2004,78,7.7,37
"24165","Hrein og bein",2003,56,7.2,11
"24166","Hringurinn",1985,80,6.4,6
"24218","Huey Long",1985,88,7.6,47
"24220","Hugh Hefner: Once Upon a Time",1992,91,6.3,56
"24249","Human Body, The",2001,43,5.7,33
"24259","Human Remains",1998,30,8.2,84
"24271","Hummingbird",2004,48,9.2,12
"24322","Hunting of the President, The",2004,93,7.3,345
"24332","Hurdes, Las",1933,30,7.5,459
"24372","Huutajat - Screaming Men",2003,76,7.7,59
"24385","Hybrid",2000,92,6.9,31
"24390","Hype!",1996,87,7.5,330
"24407","I Am Curious, Film",1995,54,1.3,49
"24416","I Am Trying to Break Your Heart",2002,92,7.5,382
"24419","I Am a Dancer",1972,92,5.9,9
"24439","I Created Lancelot Link",1999,16,5.6,16
"24449","I Don't Know Jack",2002,96,6.6,50
"24477","I Like Killing Flies",2004,80,7.6,16
"24480","I Like to Hurt People",1985,83,7.1,21
"24512","I Loved You",2000,102,7,7
"24536","I Remember Me",2000,74,7.3,23
"24565","I Wanna Be a Beauty Queen",1985,81,4.6,17
"24566","I Wanna Be a Porn Star!",2002,45,2,11
"24581","I Was a Jewish Sex Worker",1996,72,4.1,16
"24617","I rollerna tre",1996,75,4.9,7
"24618","I skuggan av solen",1996,58,2.2,15
"24642","I'll Never Get Out of This World Alive",1993,89,8.6,5
"24653","I'm Almost Not Crazy: John Cassavetes - the Man and His Work",1984,60,8.1,8
"24656","I'm From Hollywood",1992,60,7.2,144
"24679","I'm a Stranger Here Myself",1974,60,8.2,9
"24704","I.F. Stone's Weekly",1973,62,8.9,9
"24708","ID Swiss",1999,91,5.8,13
"24717","Icarus of Pittsburgh",2002,10,7.6,5
"24748","Ich bin meine eigene Frau",1992,90,8.5,48
"24752","Ich hiess Sabina Spielrein",2002,90,5.5,24
"24753","Ich kenn keinen - Allein unter Heteros",2003,100,8.3,53
"24762","Ici et ailleurs",1976,60,6.8,26
"24783","Idi Amin Dada",1974,90,7.4,125
"24816","If I Should Fall From Grace: The Shane MacGowan Story",2001,91,7.4,62
"24831","If You Love This Planet",1982,26,7.2,21
"24839","Igazi Mao, Az",1994,55,9.6,16
"24879","Ilha das Flores",1989,13,8.9,328
"24925","Im Spiegel der Maya Deren",2002,103,7.7,41
"24934","Images of a Dictatorship",1999,56,8.4,7
"24940","Imaginary Witness: Hollywood and the Holocaust",2004,92,7.2,66
"24941","Imagine",1973,70,6.9,53
"24942","Imagine the Sound",1981,91,7.2,13
"24943","Imagine: John Lennon",1988,100,7.6,592
"24950","Imelda",2003,103,7.3,65
"24993","Importance of Being Icelandic, The",1998,42,4.8,5
"25008","Impressionen unter Wasser",2002,45,4.7,56
"25010","Impressions de la haute Mongolie",1976,70,6.6,5
"25021","In Advance of the Landing",1993,90,5.2,12
"25045","In Good Conscience: Sister Jeannine Gramick's Journey of Faith",2004,82,9,9
"25072","In Our Hands",1984,90,5.8,19
"25073","In Our Own Hands",1998,85,6.7,13
"25079","In Rwanda We Say... The Family That Does Not Speak Dies",2004,52,6.8,5
"25080","In Satmar Custody",2003,70,6.7,16
"25082","In Search of Bigfoot",1976,75,3.2,9
"25086","In Search of Noah's Ark",1976,95,4.3,55
"25087","In Search of Peace",2001,105,4.8,15
"25094","In Shifting Sands: The Truth About Unscom and the Disarming of Iraq",2001,92,7.4,9
"25116","In der Fremde",1968,77,9.4,6
"25120","In girum imus nocte et consumimur igni",1978,100,9.2,12
"25121","In het huis van mijn vader",1998,68,8.5,10
"25133","In the Belly of the Beast",2001,74,6.2,13
"25135","In the Blood",1989,90,4.6,19
"25154","In the Land of the Head Hunters",1914,47,6,23
"25163","In the Name of the Emperor",1998,50,8.6,8
"25169","In the Realms of the Unreal",2004,81,7.8,129
"25173","In the Shadow of Hollywood",2000,112,7.2,53
"25175","In the Shadow of the Reich: Nazi Medicine",1997,54,6,7
"25176","In the Shadow of the Stars",1991,93,6.9,25
"25181","In the Street",1948,16,7.1,7
"25187","In the Year of the Pig",1968,103,8.1,63
"25189","In viaggio con Che Guevara",2004,121,8.2,5
"25201","Inat hikayeleri",2003,90,6,5
"25213","Inceste, lorsque l'enfant parle, L'",1992,30,8.8,5
"25276","India",1959,90,6,29
"25278","India on Parade",1937,10,6.3,6
"25280","India: Kingdom of the Tiger",2002,42,5.6,35
"25312","Indomitable Teddy Roosevelt, The",1986,93,6.7,15
"25313","Indonesia Calling",1946,15,4.9,18
"25316","Industrial Britain",1933,21,5.2,15
"25341","Inflation",1927,3,8.3,10
"25342","Inflation",1933,11,4.4,8
"25344","Info Wars",2004,90,9.3,9
"25352","Ingmar Bergman: Intermezzo",2002,40,8.5,8
"25353","Ingmar Bergmanin maailma",1976,92,9.1,10
"25355","Ingrid",1984,59,7.8,14
"25359","Inheritance: A Fisherman's Story",2003,75,8,5
"25372","Injury to One, An",2002,53,5.9,37
"25373","Injustice",2001,100,7.5,6
"25390","Inner Tour, The",2001,97,7.2,41
"25394","Innisfree",1990,110,7.5,23
"25397","Innocence Project, The",2004,26,9.8,6
"25409","Innocents Abroad",1991,84,7.1,10
"25443","Inside Deep Throat",2005,92,6.7,244
"25448","Inside Marilyn Chambers",1975,75,5,30
"25455","Inside Rooms: 26 Bathrooms, London & Oxfordshire, 1985",1985,26,7.6,74
"25491","Inspirations",1997,100,6.8,14
"25493","Instante en la vida ajena, Un",2003,80,6.1,8
"25498","Instrument",1998,115,7.9,138
"25553","Interviews with My Lai Veterans",1971,20,8.8,14
"25572","Into the Arms of Strangers: Stories of the Kindertransport",2000,122,7.9,396
"25575","Into the Deep",1994,35,6,81
"25634","Inventing Grace, Touching Glory",2003,84,7.3,11
"25674","Invitation to Monte Carlo",1959,46,6,5
"25708","Iran - sous le voile des apparences",2003,94,6.7,30
"25710","Ireland: 'The Emerald Isle'",1934,8,2.8,15
"25733","Irlanda, la Isla Esmeralda",1969,12,1.6,6
"25770","Is It True What They Say About Ann?",2004,40,7.3,25
"25777","Is the Crown at War with Us?",2002,96,6.8,7
"25788","Ishi: The Last Yahi",1992,57,7.6,15
"25818","Island of the Sharks",1999,40,7.3,31
"25820","Island, The",1952,25,8.6,7
"25833","Isn't It Obvious?",2003,8,8.6,5
"25854","Ister, The",2004,189,9.5,10
"25862","It Came from Hollywood",1982,80,5.5,240
"25903","It Was a Wonderful Life",1993,82,6.3,44
"25913","It's Elementary: Talking About Gay Issues in School",1996,80,8,29
"25934","It's Now or Never",1996,44,6.1,9
"25938","It's Showtime",1976,85,5.8,17
"25941","It's Tough to Be a Bird",1969,21,7.1,30
"25943","It's Wonderful Being a Girl",1968,17,6.5,6
"25981","Italianamerican",1974,45,7.8,173
"26049","JFK Assassination: The Jim Garrison Tapes, The",1992,96,4.6,33
"26068","Jack Johnson, the Big Fights",1970,90,7.8,6
"26069","Jack Kerouac's Road: A Franco-American Odyssey",1989,55,6.5,6
"26098","Jackass: The Movie",2002,87,6.1,8893
"26156","Jails, Hospitals & Hip-Hop",2000,90,6.9,29
"26185","Jam session - Kikujiro no natsu koshiki kaizokuban",1999,93,7,19
"26189","James Dean Story, The",1957,81,5.7,109
"26190","James Ellroy Presents Bazaar Bizarre",2004,79,7,8
"26191","James Ellroy: Demon Dog of American Crime Fiction",1993,91,4.7,22
"26204","Jandek on Corwood",2003,88,8.1,39
"26214","Janela da Alma",2001,73,8.8,82
"26215","Jang Aur Aman",2001,148,7.8,33
"26220","Jango",1984,115,6.2,8
"26226","Janis",1974,96,7.3,123
"26235","Jap Zero",1943,20,3.1,28
